,text,date
23,"Не все модные методы управления командой приносят хороший результат. Основатель облачной платформы Twilio Джефф Лоусон стал миллиардером в том числе благодаря тому, что научился правильно руководить разработчиками. Будучи программистом, он точно знает, чем мотивировать гениев разработки, как устроен их мозг и какие вопросы им задавать, чтобы получать ответы, которые вам нужны. 

В книге «Спроси разработчика. Как стать лидером рынка с помощью создания собственного ПО» он рассказывает, почему разработчики срывают дедлайны и что с ними надо делать, чтобы такого не происходило.

Книга выходит в сентябре в издательстве «Альпина Паблишер». Forbes публикует отрывок. 

: Getty Images",2022-09-18 11:21:58
24,"Общая венчурная активность в России остается низкой. На этой неделе стало известно только об одной инвестиционной сделке с участием российского стартапа — Think24. Он занимается профориентацией школьников, их подготовкой к ОГЭ и ЕГЭ и сопровождением поступления в вузы. Основатель — выпускник физфака Санкт-Петербургского государственного университета Шамиль Мизитов. 

Подробнее — в еженедельной рубрике «Кому дали денег».  

: Annie Spratt / Unsplash",2022-09-17 11:20:39
25,"«Яндекс» может стать монополистом рынка доставки еды с приобретением Delivery Club. Компания объявила, что оба сервиса будут работать на единой технологической платформе. Но на интеграцию уйдет время, которым могут воспользоваться другие игроки. Смогут ли они составить конкуренцию «Яндексу», у кого на это больше всего шансов и есть ли место на рынке для независимых фудтех-проектов, рассуждает генеральный директор сервиса доставки Broniboy Иван Труфанов.

: Andrey Rudakov / Bloomberg via Getty Images",2022-09-16 10:35:04
26,"Quiet quitting («тихое увольнение») — новая тенденция на рынке труда, которую активно обсуждают западные СМИ. Речь идет о том, что сотрудники не увольняются, но работают «без огонька»: выполняют минимум своих обязанностей и всегда уходят с работы вовремя. 

Аналитик из США Пейдж Уэст рассказала The Wall Street Journal, что перестала перенапрягаться на предыдущей работе, когда обнаружила, что от постоянного стресса у нее стали выпадать волосы и началась бессонница. «Я сделала шаг назад и сказала: «Я буду работать ровно столько, сколько должна», — вспоминает Уэст. 

Собеседники Forbes, среди которых HR-эксперты и сотрудники с опытом работы в России и за рубежом, не считают quiet quitting новой тенденцией. Почему на такую модель поведения сотрудников обратили внимание именно сейчас и что делать работодателям, рассказываем в материале на сайте.

: Getty Images",2022-09-14 12:41:34
27,"Эксклюзив Forbes: cервис аренды самокатов Whoosh планирует IPO

Первичное публичное размещение акций на Московской бирже планируется до конца 2023 года. Это решение может быть связано с желанием инвесторов выйти из капитала стартапа и успешным выпуском биржевых облигаций.

Источник Forbes среди инвестбанкиров утверждает, что Whoosh хочет привлечь через публичное размещение $100 млн (около 6 млрд рублей), а себя оценивает в $400 млн (около 24 млрд рублей). 

Эксперты считают, что такая оценка «проходит по верхней границе диапазона», а «вилка» в случае Whoosh начинается с суммы на 30% ниже 24 млрд рублей. 

Выручка Whoosh за 2021 год составила 4,1 млрд рублей, а в первом полугодии 2022-го выросла на 63% год к году — до 3,2 млрд рублей. 

Все подробности — в материале Forbes

: Роман Пименов / ТАСС",2022-09-14 11:15:36
28,"Кто и как сможет получить визу в ЕС

С 12 сентября Евросоюз официально приостановил действие упрощенного визового режима с Россией. Официальные представители ЕС говорят, что у них «больше нет оснований доверять русским», а туристы из России представляют угрозу. Тем не менее об абсолютном запрете выдачи виз не заявили даже страны Балтии, которые ввели самые строгие ограничения. Forbes выяснил, кто и как сможет получать визы в ЕС. 

 «Туристические поездки будут не приоритетным основанием для выдачи визы. Будут выдаваться только краткосрочные визы под конкретную поездку при предоставлении оплаченных билетов, брони отеля, а также обоснования, что лицо после поездки намерено вернуться в Россию, доказав это трудовыми отношениями, владением недвижимостью, длительными обязательствами и оставшейся семьей в России», — объясняет юрист, управляющий партнер компании «Вправе» и научный исследователь Университета Цюриха Екатерина Тихомирова.

 ЕС останется открытым для тех, кто нуждается в защите, например журналисты, диссиденты, правозащитники и люди, путешествующие по семейным обстоятельствам. 

 Тихомирова считает, что обоснование своего инакомыслия и заявление о несогласии с политикой властей при подаче документов на визу может помочь в ее получении. «Хотя предоставлять на собеседовании в консульстве помимо биометрических данных еще и свое личное мнение о политике, которое, к тому же, должно соответствовать определенным ожиданиям, вероятно, кому-то может показаться несколько унизительным», — говорит она.

 Трудности с получением виз в страны Европы могут возникнуть у госслужащих, а также у сотрудников секторов экономики, связанных с обороной и вооружением. 

Подробнее читайте тут.

@forbesglobalrus",2022-09-13 11:22:52
29,"Сеть фотостудий White Studios, рестораны Blanc, Beloque и Yauza Place, магазин мебели Loft Design, бренды одежды Soeasy и «Кружок» — это лишь часть бизнесов, которые входят в группу White Studios предпринимателя Алексея Ольхового. Выручка его империи в 2021 году превысила 400 млн рублей. Как ему это удалось?

Журналист Forbes пообщался с Ольховым, а также конкурентами его проектов и бывшими партнерами и рассказывает, как бухгалтер по образованию стал серийным предпринимателем и кто помогает ему развивать несколько разных бизнесов.",2022-09-13 09:45:10
30,"Иногда люди уезжают из России, не до конца разобравшись во всех аспектах — например, где платить налоги и по какой ставке. 

В конце лета соцсети взорвала история россиянки Юлии, которая сообщила в Twitter, что, имея ВНЖ Эстонии, получает деньги от американской компании на собственное ИП в Грузии, чтобы платить налоги по ставке 1% вместо 60%, которые полагается уплачивать за такой вид деятельности в Эстонии. В результате в ветку обсуждений под этим постом пришел экс-президент Эстонии, который сообщил ей, что она нарушает закон.

Forbes рассмотрел несколько кейсов россиян, переехавших в другие страны, изучил тонкости налогового туризма, а также выяснил, можно ли вообще не платить налоги, если ты не являешься резидентом ни одной страны, и чем это грозит.

 : Getty Images",2022-09-12 10:28:09
31,"Как терпеть ужасную работу с помощью мороженого и не быть белкой в колесе гедонизма?

Книга преподавателей Стэнфорда Билла Бернетта и  Дэйва Эванса «Дизайн работы мечты. Как улучшить свою рабочую жизнь и быть счастливым не только в выходные»  (выходит на русском языке в издательстве «Альпина Паблишер») начинается с посвящения трудящимся всего мира: «Каждое утро вы просыпаетесь, собираетесь и отправляетесь на работу. Спасибо за все, что вы делаете. Надеемся, что благодаря этой книге ваша деятельность станет более осознанной, целенаправленной и начнет приносить больше радости. Вы это заслужили».

В книге авторы рассказывают, как спроектировать работу своей мечты с помощью правильных установок, и предлагают конкретные рекомендации, которые помогут найти новую работу, правильно уволиться или обрести новые смыслы и возможности, никуда не уходя. Forbes публикует отрывок. 

: Getty Images",2022-09-11 12:10:55
32,"На этой неделе инвестиции привлек только один стартап с основателями-россиянами. Это 
платформа, которая помогает геймерам познакомиться и найти товарищей по команде. В числе его создателей — бывший сооснователь популярного фоторедактора Prisma.  

Подробнее — на сайте Forbes в рубрике «Кому дали денег». 

: Getty Images",2022-09-10 10:54:48
33,"Мораторий на банкротство навредил 26% российских компаний, следует из результатов опроса сервиса «Актион Бухгалтерия», проведенного для Forbes. 

В исследовании приняли участие около 650 представителей компаний. Среди них около 20% относятся к крупному и среднему бизнесу, порядка 76% — к малому и микробизнесу, около 4,5% — к некоммерческим организациям. 

Мораторий на возбуждение дел о банкротстве по требованию кредиторов, а также взыскание по предписанию суда долгов, возникших после его введения, заработал с 1 апреля 2022 года и будет действовать до 1 октября. Предполагалось, что решение позволит поддерживать компании и граждан, которые оказались в сложной финансовой ситуации и сейчас пока не могут выполнять свои обязательства. Подробнее — на сайте.

: Getty Images",2022-09-09 10:10:47
34,"IKEA построила вокруг себя целую экосистему из бизнесов, не относящихся к производству мебели напрямую, и она продолжает рассыпаться. Это и логистические компании, и посредники по продаже мебели, и креативные агентства, заточенные под создание рекламных кампаний.

Первого сентября одна собственная фабрика IKEA в Ленинградской области все-таки возобновила работу, а остальные должны были запуститься 5 сентября. Но своих прежних партнеров компания так и не привлекла.

Основатель компании Divan.ru Антон Макаров рассказывает, кто пострадал от ухода IKEA и как это изменит мебельный рынок.

: Сергей Ермохин / ТАСС",2022-09-08 12:43:22
35,"С какими проблемами сталкиваются инвесторы, зачем они меняют имена и куда переезжают из России?

С января 2021 года по август 2022-го 39% венчурных фондов с российскими основателями не проинвестировали ни одной сделки. Это следует из данных аналитиков Softline Venture Partners, которые изучили активность 200 частных и государственных инвесторов, венчурных компаний и private equity фондов. Активно себя проявили только 29% — у них есть как минимум одна сделка с марта 2022 года, следует из данных SVP.

Фонды и их портфельные стартапы с фокусом на международный рынок, у которых остались клиенты в России, стараются продать локальный бизнес или постепенно свернуть деятельность на территории России, рассказал Forbes источник в одном из крупных международных фондов.

Подробнее о том, что происходит с венчурными фондами российских основателей, читайте в материале Forbes.

: Mario Gogh / Unsplash",2022-09-08 11:34:02
